category	task	dataset	# train	# train (after sampling)	# input tokens	# target tokens	ave input tokens	ave target tokens	is_original_task	has answer choices	t0 train	t0+ train	t0++ train	eval
extractive_qa	adversarial_qa/dbert	adversarial_qa_dbert_generate_question	10000		2072755	138128	207	14			1	1	1	
extractive_qa	adversarial_qa/dbert	adversarial_qa_dbert_question_context_answer	10000		1953272	65990	195	7	1		1	1	1	
extractive_qa	adversarial_qa/dbert	adversarial_qa_dbert_tell_what_it_is	10000		2071670	65990	207	7	1		1	1	1	
extractive_qa	adversarial_qa/droberta	adversarial_qa_droberta_answer_the_following_q	10000		2051394	73677	205	7	1		1	1	1	
extractive_qa	adversarial_qa/droberta	adversarial_qa_droberta_based_on	10000		1975814	73677	198	7	1		1	1	1	
extractive_qa	adversarial_qa/droberta	adversarial_qa_droberta_generate_question	10000		2032929	140096	203	14			1	1	1	
extractive_qa	adversarial_qa/droberta	adversarial_qa_droberta_question_context_answer	10000		1917394	73677	192	7	1		1	1	1	
extractive_qa	adversarial_qa/droberta	adversarial_qa_droberta_tell_what_it_is	10000		2035755	73677	204	7	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_answer_question	60721	55684	32811030	308450	540	5	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_build_story_around_qa	60094	55109	1362485	29523061	23	491			1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_decide_worth_it	60721	55684	33782566	310377	556	5	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_extract_answer	60721	55684	32932472	309709	542	5	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_generate_question	60721	55684	30434833	702285	501	12			1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_generate_question_by_answer	60094	55109	30731033	695352	511	12			1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_movie_director	60721	55684	33478961	309095	551	5	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_question_answering	60721	55684	32264541	312224	531	5	1		1	1	1	
extractive_qa	duorc/SelfRC	duorc_SelfRC_title_generation	60721	55684	30556275	338050	503	6			1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_answer_question	69524	57537	38423770	347905	553	5	1		1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_build_story_around_qa	58752	48622	1348939	30211547	23	514			1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_decide_worth_it	69524	57537	39536154	380506	569	5	1		1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_extract_answer	69524	57537	38562818	369678	555	5	1		1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_generate_question	69524	57537	35710951	806236	514	12			1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_generate_question_by_answer	58752	48622	31408671	680512	535	12			1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_movie_director	69524	57537	39188534	358619	564	5	1		1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_question_answering	69524	57537	37798054	412792	544	6	1		1	1	1	
extractive_qa	duorc/ParaphraseRC	duorc_ParaphraseRC_title_generation	69524	57537	35849999	377055	516	5			1	1	1	
extractive_qa	ropes	ropes_background_new_situation_answer	10924		2817362	28333	258	3	1		1	1	1	
extractive_qa	ropes	ropes_background_situation_middle	10924		2817362	28333	258	3	1		1	1	1	
extractive_qa	ropes	ropes_given_background_situation	10924		2740894	28333	251	3	1		1	1	1	
extractive_qa	ropes	ropes_new_situation_background_answer	10924		2839210	28333	260	3	1		1	1	1	
extractive_qa	ropes	ropes_plain_background_situation	10924		2598882	28333	238	3	1		1	1	1	
extractive_qa	ropes	ropes_plain_bottom_hint	10924		2631654	28333	241	3	1		1	1	1	
extractive_qa	ropes	ropes_plain_no_background	10924		820426	28333	75	3			1	1	1	
extractive_qa	ropes	ropes_prompt_beginning	10924		2762742	28333	253	3	1		1	1	1	
extractive_qa	ropes	ropes_prompt_bottom_hint_beginning	10924		2784590	28333	255	3	1		1	1	1	
extractive_qa	ropes	ropes_prompt_bottom_no_hint	10924		951514	28333	87	3			1	1	1	
extractive_qa	ropes	ropes_prompt_mix	10924		2762742	28333	253	3	1		1	1	1	
extractive_qa	ropes	ropes_read_background_situation	10924		3057690	28333	280	3	1		1	1	1	
extractive_qa	squad_v2	squad_v2_Jeopardy_with_Context	86821	31235	17937979	1271990	207	15				1	1	
extractive_qa	squad_v2	squad_v2_Jeopardy_without_Context	86821	31235	1903702	1271990	22	15				1	1	
extractive_qa	squad_v2	squad_v2_Questions_with_Context	130319	46883	26464935	732700	203	6	1			1	1	
extractive_qa	squad_v2	squad_v2_Questions_with_Context_Without_Prompt_Keywords	130319	46883	24884731	732700	191	6	1			1	1	
extractive_qa	squad_v2	squad_v2_Questions_with_Context_Without_Prompt_Keywords_unanswerable	130319	46883	27100013	732700	208	6	1			1	1	
extractive_qa	squad_v2	squad_v2_Questions_with_Context_unanswerable	130319	46883	28676404	732700	220	6	1			1	1	
extractive_qa	squad_v2	squad_v2_Topic_Prediction_Context	130319	46883	23602916	574233	181	4				1	1	
extractive_qa	squad_v2	squad_v2_Topic_Prediction_Context_with_randomized_prompt_options	130319	46883	23435376	574233	180	4				1	1	
extractive_qa	squad_v2	squad_v2_Topic_Prediction_Context_with_randomized_prompt_options_placed_in_the_end	130319	46883	23356596	574233	179	4				1	1	
extractive_qa	squad_v2	squad_v2_Topic_Prediction_Question_and_Answer_Pair	86821	31235	2947116	545667	34	6				1	1	
extractive_qa	squad_v2	squad_v2_Trivia	86821	31235	1185169	515210	14	6				1	1	
extractive_qa	squad_v2	squad_v2_Unanwerable_question	130319	46883	26135293	260638	201	2		1		1	1	
extractive_qa	super_glue/record	super_glue_record_Add_sentence_after_after_continuation_choices_	100730	25000	27209141	3151092	270	31	1	1			1	
extractive_qa	super_glue/record	super_glue_record_Add_sentence_after_continuation_choices_	100730	25000	26097587	3151339	259	31	1	1			1	
extractive_qa	super_glue/record	super_glue_record_Can_you_figure_out_	100730	25000	29887139	355193	297	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_GPT_3_style_continuation_choices_	100730	25000	24788097	3352449	246	33	1	1			1	
extractive_qa	super_glue/record	super_glue_record_GPT_3_style_summary_only_continuation_choices_	100730	25000	24993081	3352449	248	33	1	1			1	
extractive_qa	super_glue/record	super_glue_record_GPT_3_style_with_labels_continuation_choices_	100730	25000	25295271	3352217	251	33		1			1	
extractive_qa	super_glue/record	super_glue_record_GPT_3_style_with_labels_without_hyphens_continuation_choices_	100730	25000	24507285	3151349	243	31		1			1	
extractive_qa	super_glue/record	super_glue_record_GPT_3_style_without_hyphens_continuation_choices_	100730	25000	24000433	3151624	238	31	1	1			1	
extractive_qa	super_glue/record	super_glue_record_In_the_question_above_the_placeholder_stands_for	100730	25000	29584949	355526	294	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_New_highlight_continuation_choices_	100730	25000	25698191	3352181	255	33	1	1			1	
extractive_qa	super_glue/record	super_glue_record_News_article_continuation_choices_	100730	25000	26299047	3151092	261	31	1	1			1	
extractive_qa	super_glue/record	super_glue_record_Summary_first_continuation_choices_	100730	25000	25194541	3151092	250	31	1	1			1	
extractive_qa	super_glue/record	super_glue_record_What_could_the_placeholder_be_	100730	25000	33540926	355091	333	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_Which_one_is_the_placeholder_	100730	25000	33540926	355493	333	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_choose_between	100730	25000	35429271	354827	352	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_corrupted	100730	25000	30692979	355091	305	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_exercise	100730	25000	30290059	355091	301	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_pick_one_option	100730	25000	35026351	355351	348	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_the_placeholder_refers_to_	100730	25000	28980569	355195	288	4	1	1			1	
extractive_qa	super_glue/record	super_glue_record_trying_to_decide	100730	25000	36134381	354875	359	4	1	1			1	
extractive_qa	quoref	quoref_Answer_Friend_Question	19399		9472637	80866	488	4	1		1	1	1	
extractive_qa	quoref	quoref_Answer_Question_Given_Context	19399		9239909	80952	476	4	1		1	1	1	
extractive_qa	quoref	quoref_Answer_Test	19399		9492097	81000	489	4	1		1	1	1	
extractive_qa	quoref	quoref_Context_Contains_Answer	19399		9356286	80855	482	4	1		1	1	1	
extractive_qa	quoref	quoref_Find_Answer	19399		9395102	80883	484	4	1		1	1	1	
extractive_qa	quoref	quoref_Found_Context_Online	19399		9298107	80951	479	4	1		1	1	1	
extractive_qa	quoref	quoref_Given_Context_Answer_Question	19399		9259308	80855	477	4	1		1	1	1	
extractive_qa	quoref	quoref_Guess_Answer	19399		9395058	80868	484	4	1		1	1	1	
extractive_qa	quoref	quoref_Guess_Title_For_Context	19399		8913112	127969	459	7			1	1	1	
extractive_qa	quoref	quoref_Read_And_Extract_	19399		9278707	80951	478	4	1		1	1	1	
extractive_qa	quoref	quoref_What_Is_The_Answer	19399		9317505	80855	480	4	1		1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_aligned_with_common_sense	9741		634166	98788	65	10			1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_description_question_option_id	9741		520936	19482	53	2	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_description_question_option_text	9741		520936	28260	53	3	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_explain_why_human	9741		565987	98788	58	10			1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_generate_explanation_given_text	9741		478318	98788	49	10			1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_i_think	9741		653656	98788	67	10			1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_question_description_option_id	9741		481972	19482	49	2	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_question_description_option_text	9741		481972	28260	49	3	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_question_option_description_id	9741		394303	19482	40	2	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_question_option_description_text	9741		394303	28260	40	3	1	1	1	1	1	
multiple_choice_qa	cos_e/v1.11	cos_e_v1.11_rationale	9741		556246	98788	57	10			1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_answer_to_question	25262		2962266	362259	117	14			1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_description_question_answer_id	25262		4270337	50524	169	2	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_description_question_answer_text	25262		4270337	280206	169	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_description_question_text	25262		2867485	280206	114	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_question_description_answer_id	25262		3992455	50524	158	2	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_question_description_answer_text	25262		3992455	280206	158	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_context_question_description_text	25262		2816961	280206	112	11		1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_description_context_question_answer_id	25262		4295599	50524	170	2	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_description_context_question_answer_text	25262		4295599	280206	170	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_description_context_question_text	25262		2993795	280206	119	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_no_prompt_id	25262		3765097	50524	149	2	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_no_prompt_text	25262		3765097	280206	149	11	1	1	1	1	1	
multiple_choice_qa	cosmos_qa	cosmos_qa_only_question_answer	25262		336997	280206	13	11		1	1	1	1	
multiple_choice_qa	dream	dream_answer_to_dialogue	6116		206146	964433	34	158			1	1	1	
multiple_choice_qa	dream	dream_baseline	6116		1190809	43114	195	7	1	1	1	1	1	
multiple_choice_qa	dream	dream_generate_first_utterance	6116		893605	118112	146	19			1	1	1	
multiple_choice_qa	dream	dream_generate_last_utterance	6116		909735	133451	149	22			1	1	1	
multiple_choice_qa	dream	dream_read_the_following_conversation_and_answer_the_question	6116		1227505	43114	201	7	1	1	1	1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_choices	4957		194804	25959	39	5	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_choose_an_answer_with_options	4957		214632	25959	43	5	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_only_options	4957		179933	25959	36	5	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_pick_answer_with_options	4957		219589	25959	44	5	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_pick_using_id	4957		269159	9914	54	2	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_which_correct	4957		209675	25959	42	5	1	1		1	1	
multiple_choice_qa	openbookqa/main	openbookqa_main_which_correct_inverse	4957		209675	25959	42	5	1	1		1	1	
multiple_choice_qa	qasc	qasc_is_correct_1	8134		370709	16268	46	2		1	1	1	1	
multiple_choice_qa	qasc	qasc_is_correct_2	8134		336572	16268	41	2		1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_combined_facts_1	8134		519887	29584	64	4		1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_separated_facts_1	8134		665631	29584	82	4	1	1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_separated_facts_2	8134		767998	29584	94	4	1	1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_separated_facts_3	8134		402141	29584	49	4	1	1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_separated_facts_4	8134		762639	29584	94	4	1	1	1	1	1	
multiple_choice_qa	qasc	qasc_qa_with_separated_facts_5	8134		684221	29584	84	4	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_description_question_answer_id	10246		5160994	20492	504	2	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_description_question_answer_text	10246		5160994	70349	504	7	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_description_question_text	10246		4779424	70349	466	7		1	1	1	1	
multiple_choice_qa	quail	quail_context_question_answer_description_id	10246		5068780	20492	495	2	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_question_answer_description_text	10246		5068780	70349	495	7	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_question_description_answer_id	10246		5048288	20492	493	2	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_question_description_answer_text	10246		5048288	70349	493	7	1	1	1	1	1	
multiple_choice_qa	quail	quail_context_question_description_text	10246		4789670	70349	467	7		1	1	1	1	
multiple_choice_qa	quail	quail_description_context_question_answer_id	10246		5171240	20492	505	2	1	1	1	1	1	
multiple_choice_qa	quail	quail_description_context_question_answer_text	10246		5171240	70349	505	7	1	1	1	1	1	
multiple_choice_qa	quail	quail_description_context_question_text	10246		4830654	70349	471	7		1	1	1	1	
multiple_choice_qa	quail	quail_no_prompt_id	10246		4956074	20492	484	2	1	1	1	1	1	
multiple_choice_qa	quail	quail_no_prompt_text	10246		4956074	70349	484	7	1	1	1	1	1	
multiple_choice_qa	quarel	quarel_choose_between	1941		124426	6271	64	3		1	1	1	1	
multiple_choice_qa	quarel	quarel_do_not_use	1941		149659	6271	77	3		1	1	1	1	
multiple_choice_qa	quarel	quarel_heres_a_story	1941		151598	6271	78	3		1	1	1	1	
multiple_choice_qa	quarel	quarel_logic_test	1941		139954	6271	72	3		1	1	1	1	
multiple_choice_qa	quarel	quarel_testing_students	1941		157423	6271	81	3		1	1	1	1	
multiple_choice_qa	quartz	quartz_answer_question_based_on	2696		174692	7305	65	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_answer_question_below	2696		163908	7305	61	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_given_the_fact_answer_the_q	2696		161212	7305	60	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_having_read_above_passage	2696		210870	7305	78	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_paragraph_question_plain_concat	2696		136948	7305	51	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_read_passage_below_choose	2696		205478	7305	76	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_use_info_from_paragraph_question	2696		180084	7305	67	3	1	1	1	1	1	
multiple_choice_qa	quartz	quartz_use_info_from_question_paragraph	2696		180084	7305	67	3	1	1	1	1	1	
multiple_choice_qa	race/high	race_high_Is_this_the_right_answer	62445		26658687	124890	427	2		1		1	1	
multiple_choice_qa	race/high	race_high_Read_the_article_and_answer_the_question_no_option_	62445		26210337	566242	420	9	1	1		1	1	
multiple_choice_qa	race/high	race_high_Select_the_best_answer	62445		28669801	124890	459	2	1	1		1	1	
multiple_choice_qa	race/high	race_high_Select_the_best_answer_generate_span_	62445		28607356	566242	458	9	1	1		1	1	
multiple_choice_qa	race/high	race_high_Select_the_best_answer_no_instructions_	62445		27733126	124890	444	2	1	1		1	1	
multiple_choice_qa	race/high	race_high_Taking_a_test	62445		29419141	124890	471	2	1	1		1	1	
multiple_choice_qa	race/high	race_high_Write_a_multi_choice_question_for_the_following_article	62445		25357892	3561689	406	57				1	1	
multiple_choice_qa	race/high	race_high_Write_a_multi_choice_question_options_given_	62445		28945603	914890	464	15				1	1	
multiple_choice_qa	race/middle	race_middle_Is_this_the_right_answer	25421		7268940	50842	286	2		1		1	1	
multiple_choice_qa	race/middle	race_middle_Read_the_article_and_answer_the_question_no_option_	25421		7140702	175586	281	7	1	1		1	1	
multiple_choice_qa	race/middle	race_middle_Select_the_best_answer	25421		7916703	50842	311	2	1	1		1	1	
multiple_choice_qa	race/middle	race_middle_Select_the_best_answer_generate_span_	25421		7891282	175586	310	7	1	1		1	1	
multiple_choice_qa	race/middle	race_middle_Select_the_best_answer_no_instructions_	25421		7535388	50842	296	2	1	1		1	1	
multiple_choice_qa	race/middle	race_middle_Taking_a_test	25421		8221755	50842	323	2	1	1		1	1	
multiple_choice_qa	race/middle	race_middle_Write_a_multi_choice_question_for_the_following_article	25421		6835570	1182817	269	47				1	1	
multiple_choice_qa	race/middle	race_middle_Write_a_multi_choice_question_options_given_	25421		8015946	330553	315	13				1	1	
multiple_choice_qa	sciq	sciq_Direct_Question	11679		1481990	43614	127	4	1	1	1	1	1	
multiple_choice_qa	sciq	sciq_Direct_Question_Closed_Book_	11679		250371	43614	21	4	1	1	1	1	1	
multiple_choice_qa	sciq	sciq_Multiple_Choice	11679		1731239	43614	148	4	1	1	1	1	1	
multiple_choice_qa	sciq	sciq_Multiple_Choice_Closed_Book_	11679		499620	43614	43	4		1	1	1	1	
multiple_choice_qa	sciq	sciq_Multiple_Choice_Question_First	11679		1789634	43614	153	4	1	1	1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_Check_if_a_random_answer_is_valid_or_not	33410		1460963	66820	44	2	1	1	1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_Generate_answer	33410		998299	175841	30	5	1	1	1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_Generate_the_question_from_the_answer	33410		1304087	290401	39	9			1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_I_was_wondering	33410		1098529	175841	33	5	1	1	1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_Show_choices_and_generate_answer	33410		1592900	175841	48	5	1	1	1	1	1	
multiple_choice_qa	social_i_qa	social_i_qa_Show_choices_and_generate_index	33410		2127467	66820	64	2	1	1	1	1	1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_GPT_3_Style	9427		1465739	18854	155	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_I_wonder_	9427		1503448	18854	159	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_after_reading	9427		1625999	25960	172	3	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_based_on_the_following_passage	9427		1494021	18854	158	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_based_on_the_previous_passage	9427		1494021	18854	158	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_could_you_tell_me_	9427		1522302	18854	161	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_exam	9427		1569437	18854	166	2	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_exercise	9427		1625999	25960	172	3	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_valid_binary	9427		1512875	25960	160	3	1	1			1	
multiple_choice_qa	super_glue/boolq	super_glue_boolq_yes_no_question	9427		1578864	18854	167	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_I_was_going_to_say_	27243		10506949	54486	386	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_Would_it_be_good_to_answer_	27243		10424821	54486	383	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_confirm	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_correct	27243		10778980	54486	396	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_decide_valid	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_found_this_answer	27243		10643164	54486	391	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_grading	27243		10724494	54486	394	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_is_a_correct_answer_	27243		10588279	54486	389	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_is_the_correct_answer_	27243		10378650	54486	381	2	1	1			1	
multiple_choice_qa	super_glue/multirc	super_glue_multirc_paragraph_question_is_it_	27243		10324164	54486	379	2	1	1			1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_1	43738		80664391	202294	1844	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_2	43738		80664391	202294	1844	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_affirmative_3	43738		81014295	202294	1852	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_interrogative_1	43738		80183273	202294	1833	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_choose_best_object_interrogative_2	43738		80183273	202294	1833	5	1	1	1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_explain_relation	43738		76273031	154779	1744	4			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_object	43738		76285059	202294	1744	5			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_subject	43738		76456534	302220	1748	7			1	1	1	
multiple_choice_qa	wiki_hop/original	wiki_hop_original_generate_subject_and_object	43738		76242945	548252	1743	13			1	1	1	
multiple_choice_qa	wiqa	wiqa_does_the_supposed_perturbation_have_an_effect	29808		3872180	59616	130	2			1	1	1	
multiple_choice_qa	wiqa	wiqa_effect_with_label_answer	29808		3723140	59616	125	2	1		1	1	1	
multiple_choice_qa	wiqa	wiqa_effect_with_string_answer	29808		3842372	69552	129	2	1		1	1	1	
multiple_choice_qa	wiqa	wiqa_what_is_the_final_step_of_the_following_process	29808		2380243	364490	80	12			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_is_the_missing_first_step	29808		2485959	304124	83	10			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_might_be_the_first_step_of_the_process	29808		2456151	304124	82	10			1	1	1	
multiple_choice_qa	wiqa	wiqa_what_might_be_the_last_step_of_the_process	29808		2380243	364490	80	12			1	1	1	
multiple_choice_qa	wiqa	wiqa_which_of_the_following_is_the_supposed_perturbation	29808		4438532	288144	149	10			1	1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution	16113		1028988	412477	64	26				1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution_if_false_from_sol_1	16113		1011840	560899	63	35				1	1	
multiple_choice_qa	piqa	piqa_Correct_the_solution_if_false_from_sol_2	16113		1092584	560899	68	35				1	1	
multiple_choice_qa	piqa	piqa_Does_this_solution_make_sense_sol1	16113		721806	32226	45	2		1		1	1	
multiple_choice_qa	piqa	piqa_Does_this_solution_make_sense_sol2	16113		642481	32226	40	2		1		1	1	
multiple_choice_qa	piqa	piqa_choose_the_most_appropriate_solution	16113		1505917	48339	93	3	1	1		1	1	
multiple_choice_qa	piqa	piqa_finish_sentence_with_correct_choice	16113		1231996	412477	76	26	1	1		1	1	
multiple_choice_qa	piqa	piqa_no_prompt_needed	16113		149469	411430	9	26				1	1	
multiple_choice_qa	piqa	piqa_pick_correct_choice_index	16113		1360900	32226	84	2	1	1		1	1	
multiple_choice_qa	piqa	piqa_pick_correct_choice_with_choice_given_before_goal	16113		1344787	412477	83	26	1	1		1	1	
multiple_choice_qa	piqa	piqa_what_is_the_correct_ending	16113		1167544	412477	72	26	1	1		1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_product_review_positive	3600000	55556	435440200	7200000	121	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_review	3600000	55556	431840201	9000000	120	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_Is_this_review_negative	3600000	55556	428240201	7200000	119	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_User_recommend_this_product	3600000	55556	433323503	7200000	120	2	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_convey_negative_or_positive_sentiment	3600000	55556	446240201	9000000	124	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_flattering_or_not	3600000	55556	482240201	14400000	134	4	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_negative_or_positive_tone	3600000	55556	471440200	9000000	131	3	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_user_satisfied	3600000	55556	507440200	14400000	141	4	1	1	1	1	1	
sentiment	amazon_polarity	amazon_polarity_would_you_buy	3600000	55556	521840200	7200000	145	2	1	1	1	1	1	
sentiment	app_reviews	app_reviews_categorize_rating_using_review	288065	125000	13480920	830472	47	3		1	1	1	1	
sentiment	app_reviews	app_reviews_convert_to_rating	288065	125000	12904790	576130	45	2			1	1	1	
sentiment	app_reviews	app_reviews_convert_to_star_rating	288065	125000	12616725	864195	44	3		1	1	1	1	
sentiment	app_reviews	app_reviews_generate_review	288065	125000	9417031	5032897	33	17			1	1	1	
sentiment	imdb	imdb_Movie_Expressed_Sentiment	25000		7743542	50000	310	2	1	1	1	1	1	
sentiment	imdb	imdb_Movie_Expressed_Sentiment_2	25000		7818542	50000	313	2	1	1	1	1	1	
sentiment	imdb	imdb_Negation_template_for_positive_and_negative	25000		7718542	100000	309	4		1	1	1	1	
sentiment	imdb	imdb_Reviewer_Enjoyment	25000		7818542	150000	313	6	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Enjoyment_Yes_No	25000		7768542	50000	311	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Expressed_Sentiment	25000		7893542	50000	316	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Opinion_bad_good_choices	25000		7843542	50000	314	2	1	1	1	1	1	
sentiment	imdb	imdb_Reviewer_Sentiment_Feeling	25000		7793542	50000	312	2	1	1	1	1	1	
sentiment	imdb	imdb_Sentiment_with_choices_	25000		7768542	50000	311	2	1	1	1	1	1	
